Star Rating,Review Title,Review Description
4.0 out of 5 stars,Phone Review (After 3 Months of Use),"**Note:** I have been using this phone for the last 3 months for basic usage. It is working well, so you can trust it for normal use.### ✅ Pros1. **4G Support:** Since 4G coverage is widely available, the phone works well for everyday use.2. **Battery:** 5000 mAh battery provides excellent backup and easily lasts up to 2 days.3. **Display:** Samsung PLS LCD display with good quality and smooth touch response.4. **Performance:** Helio G99 processor delivers good speed for daily tasks.### ❌ Cons1. **No 5G Support:** The phone does not support 5G bands.2. **Camera:** Camera quality is average.3. **Limited RAM:** Although it has 4GB RAM, only about 1GB is usually free. This may cause issues with future Android updates and multitasking.4. **Performance Drop:** Installing many apps may slow down the phone due to limited RAM and storage.5. **Software Updates:** Samsung promises 6 generations of Android updates, but with only 4GB RAM and 64GB storage, future updates may affect performance and storage.### 📌 ConclusionThis is a basic smartphone suitable for calling, messaging, and light app usage. Do not expect high performance or advanced features.Read more"
5.0 out of 5 stars,Value for money,Good quality productRead more
4.0 out of 5 stars,Little bit slow in performence.,Camera in the phone is best in this price segment. OIS is good. Daylight photography is perfect. Camera is struggling in low light.Read more
5.0 out of 5 stars,Nice phone,"Good product. I can purchase this phone. This phone is not for gaming but better for daily use. No lag issue if your budget around 16k, I will recommend you.Read more"
5.0 out of 5 stars,Great phone.. much better tham m17e,This is a good phone much recommended .. much higher specification than Samsung M17E but slight difference in price..Read more
3.0 out of 5 stars,Premium look & build quality but performance bit slow,"Pro :1. Overall phone is good in terms of build quality-premium look and UI,2. Camera quality is good with natural colours if compared with Chinese brands with high camera specifications.Cons:1. phone gets heated quickly with normal usage2. performance is slow/lagging.3. Battery drains quickly.Read more"
4.0 out of 5 stars,Best option in this budget,"The look, the design, body size, performance, specially the amoled colors are awesome. Battery seems little poor but yes overall it's good under this budget.Read more"
5.0 out of 5 stars,Excellent purchase,Excellent purchaseRead more
4.0 out of 5 stars,Samsung Galaxy M17 5G: The Longevity King?,"1. The Samsung M17 is the perfect choice if you want a reliable daily driver with a great screen and long-lasting software support. However, if you are a heavy gamer or want lightning-fast charging, you might want to look at competitors.2. The phone sometimes feels slower than others and gets a bit warm, though the camera and display are excellent. I bought it for its excellent software with 6+6 os update and security features, so you can buy it too if you'd like.3. If Samsung had provided a charger along with it, it would have been a value for money product under 15k.The battery backup is also not great, it is just okay, it starts draining very quickly, it should have been at least 6000 mah.Read more"
5.0 out of 5 stars,Great product....worth of money,Great phone....very handyRead more
4.0 out of 5 stars,Performance,"I don't face any kind of issue in the device good battery, not heating problem , durable , camera is ok ok , overall a good device , smooth, good performance and best in budget.Read more"
5.0 out of 5 stars,IQOO phone,"It's a good phone, nice colour and battery lasts long, etc. Nice phone!Read more"
5.0 out of 5 stars,Great device - value for money,Great value for money deviceIt comes across as a great secondary deviceHappy with looks..looks like a premium deviceRead more
4.0 out of 5 stars,Iqo z10 lite,I like the product very much but the battery charging is slow and camera is good but average and performance for average use is good but I would recommend if you change the os to origin os for budget phones then people might buy this phone it is a good and a solid budget phone according to its priceRead more
5.0 out of 5 stars,Excellent mobile phone iqoo,Wonderful performance mobileRead more
3.0 out of 5 stars,"Great Performance and Battery, But Very Poor Camera.","The phone’s performance is good and the battery backup is also great, but the camera quality is very poor. If you want good photo quality, then buying this phone is not worth it.Read more"
4.0 out of 5 stars,Slow mobile,Good product but works very slow use it only as a 2nd phoneRead more
5.0 out of 5 stars,Excellent Mobile and very resonable price -with Build and Performance,"Excellent Mobile with all standard features of highend Mobiles .. Processor , Display and Sound are of Very good.Read more"
